지역명,규모구분,연도,월,분양가격(제곱미터)
경기,전용면적 102제곱미터초과,2022,9,5128
부산,모든면적,2022,9,"5,458"
부산,전용면적 60제곱미터이하,2022,9,5300
부산,전용면적 60제곱미터초과 85제곱미터이하,2022,9,"5,505"
부산,전용면적 85제곱미터초과 102제곱미터이하,2022,9,5243
부산,전용면적 102제곱미터초과,2022,9,"6,086"
대구,모든면적,2022,9,5080
대구,전용면적 60제곱미터이하,2022,9,"4,841"
대구,전용면적 60제곱미터초과 85제곱미터이하,2022,9,5083
대구,전용면적 85제곱미터초과 102제곱미터이하,2022,9,"5,289"
대구,전용면적 102제곱미터초과,2022,9,5800
광주,모든면적,2022,9,"4,654"
광주,전용면적 60제곱미터이하,2022,9,4072
광주,전용면적 60제곱미터초과 85제곱미터이하,2022,9,"4,664"
광주,전용면적 85제곱미터초과 102제곱미터이하,2022,9,
광주,전용면적 102제곱미터초과,2022,9,"5,523"
대전,모든면적,2022,9,4330
대전,전용면적 60제곱미터이하,2022,9,"4,503"
대전,전용면적 60제곱미터초과 85제곱미터이하,2022,9,4334
대전,전용면적 85제곱미터초과 102제곱미터이하,2022,9,
대전,전용면적 102제곱미터초과,2022,9,3950
울산,모든면적,2022,9,"5,434"
울산,전용면적 60제곱미터이하,2022,9,4672
울산,전용면적 60제곱미터초과 85제곱미터이하,2022,9,"5,475"
울산,전용면적 85제곱미터초과 102제곱미터이하,2022,9,5334
울산,전용면적 102제곱미터초과,2022,9,"5,821"
세종,모든면적,2022,9,3208
세종,전용면적 60제곱미터이하,2022,9,"3,189"
세종,전용면적 60제곱미터초과 85제곱미터이하,2022,9,3208
세종,전용면적 85제곱미터초과 102제곱미터이하,2022,9,
세종,전용면적 102제곱미터초과,2022,9,3254
강원,모든면적,2022,9,"3,297"
강원,전용면적 60제곱미터이하,2022,9,3299
강원,전용면적 60제곱미터초과 85제곱미터이하,2022,9,"3,118"
강원,전용면적 85제곱미터초과 102제곱미터이하,2022,9,4050
강원,전용면적 102제곱미터초과,2022,9,"4,515"
충북,모든면적,2022,9,3026
충북,전용면적 60제곱미터이하,2022,9,"3,318"
충북,전용면적 60제곱미터초과 85제곱미터이하,2022,9,3029
충북,전용면적 85제곱미터초과 102제곱미터이하,2022,9,"3,369"
충북,전용면적 102제곱미터초과,2022,9,3175
충남,모든면적,2022,9,"3,150"
충남,전용면적 60제곱미터이하,2022,9,3099
충남,전용면적 60제곱미터초과 85제곱미터이하,2022,9,"4,375"
충남,전용면적 85제곱미터초과 102제곱미터이하,2022,9,3840
충남,전용면적 102제곱미터초과,2022,9,"3,815"
전북,모든면적,2022,9,3088
전북,전용면적 60제곱미터이하,2022,9,"2,829"
전북,전용면적 60제곱미터초과 85제곱미터이하,2022,9,3088
전북,전용면적 85제곱미터초과 102제곱미터이하,2022,9,"3,212"
전북,전용면적 102제곱미터초과,2022,9,3190
전남,모든면적,2022,9,"3,224"
전남,전용면적 60제곱미터이하,2022,9,3370
전남,전용면적 60제곱미터초과 85제곱미터이하,2022,9,"3,177"
전남,전용면적 85제곱미터초과 102제곱미터이하,2022,9,3198
전남,전용면적 102제곱미터초과,2022,9,"3,259"
경북,모든면적,2022,9,3621
경북,전용면적 60제곱미터이하,2022,9,"3,306"
경북,전용면적 60제곱미터초과 85제곱미터이하,2022,9,3602
경북,전용면적 85제곱미터초과 102제곱미터이하,2022,9,"3,921"
경북,전용면적 102제곱미터초과,2022,9,3887
경남,모든면적,2022,9,"3,633"
경남,전용면적 60제곱미터이하,2022,9,3747
경남,전용면적 60제곱미터초과 85제곱미터이하,2022,9,"3,605"
경남,전용면적 85제곱미터초과 102제곱미터이하,2022,9,4556
경남,전용면적 102제곱미터초과,2022,9,"3,969"
제주,모든면적,2022,9,6528
제주,전용면적 60제곱미터이하,2022,9,"2,862"
제주,전용면적 60제곱미터초과 85제곱미터이하,2022,9,6043
제주,전용면적 85제곱미터초과 102제곱미터이하,2022,9,"6,570"
제주,전용면적 102제곱미터초과,2022,9,6837
서울,모든면적,2022,10,"8,503"
서울,전용면적 60제곱미터이하,2022,10,8656
서울,전용면적 60제곱미터초과 85제곱미터이하,2022,10,"8,589"
서울,전용면적 85제곱미터초과 102제곱미터이하,2022,10,
서울,전용면적 102제곱미터초과,2022,10,"8,913"
인천,모든면적,2022,10,5031
인천,전용면적 60제곱미터이하,2022,10,"4,925"
인천,전용면적 60제곱미터초과 85제곱미터이하,2022,10,4894
인천,전용면적 85제곱미터초과 102제곱미터이하,2022,10,"5,735"
인천,전용면적 102제곱미터초과,2022,10,5545
경기,모든면적,2022,10,"5,237"
경기,전용면적 60제곱미터이하,2022,10,5476
경기,전용면적 60제곱미터초과 85제곱미터이하,2022,10,"5,185"
경기,전용면적 85제곱미터초과 102제곱미터이하,2022,10,6262
경기,전용면적 102제곱미터초과,2022,10,"5,128"
부산,모든면적,2022,10,5597
부산,전용면적 60제곱미터이하,2022,10,"5,279"
부산,전용면적 60제곱미터초과 85제곱미터이하,2022,10,5624
부산,전용면적 85제곱미터초과 102제곱미터이하,2022,10,"5,243"
부산,전용면적 102제곱미터초과,2022,10,7009
대구,모든면적,2022,10,"5,109"
대구,전용면적 60제곱미터이하,2022,10,5048
대구,전용면적 60제곱미터초과 85제곱미터이하,2022,10,"5,103"
대구,전용면적 85제곱미터초과 102제곱미터이하,2022,10,5226
대구,전용면적 102제곱미터초과,2022,10,"5,800"
광주,모든면적,2022,10,4724
광주,전용면적 60제곱미터이하,2022,10,"4,583"
광주,전용면적 60제곱미터초과 85제곱미터이하,2022,10,4709
광주,전용면적 85제곱미터초과 102제곱미터이하,2022,10,
광주,전용면적 102제곱미터초과,2022,10,5523
대전,모든면적,2022,10,"4,578"
대전,전용면적 60제곱미터이하,2022,10,4509
대전,전용면적 60제곱미터초과 85제곱미터이하,2022,10,"4,560"
대전,전용면적 85제곱미터초과 102제곱미터이하,2022,10,
대전,전용면적 102제곱미터초과,2022,10,"4,906"
울산,모든면적,2022,10,5492
울산,전용면적 60제곱미터이하,2022,10,"4,672"
울산,전용면적 60제곱미터초과 85제곱미터이하,2022,10,5515
울산,전용면적 85제곱미터초과 102제곱미터이하,2022,10,"5,334"
울산,전용면적 102제곱미터초과,2022,10,5985
세종,모든면적,2022,10,"3,208"
세종,전용면적 60제곱미터이하,2022,10,3189
세종,전용면적 60제곱미터초과 85제곱미터이하,2022,10,"3,208"
세종,전용면적 85제곱미터초과 102제곱미터이하,2022,10,
세종,전용면적 102제곱미터초과,2022,10,"3,254"
강원,모든면적,2022,10,3454
강원,전용면적 60제곱미터이하,2022,10,"3,223"
강원,전용면적 60제곱미터초과 85제곱미터이하,2022,10,3105
강원,전용면적 85제곱미터초과 102제곱미터이하,2022,10,"3,633"
강원,전용면적 102제곱미터초과,2022,10,4266
충북,모든면적,2022,10,"3,021"
충북,전용면적 60제곱미터이하,2022,10,3318
충북,전용면적 60제곱미터초과 85제곱미터이하,2022,10,"3,024"
충북,전용면적 85제곱미터초과 102제곱미터이하,2022,10,3232
충북,전용면적 102제곱미터초과,2022,10,"3,174"
충남,모든면적,2022,10,3309
충남,전용면적 60제곱미터이하,2022,10,"3,219"
충남,전용면적 60제곱미터초과 85제곱미터이하,2022,10,4525
충남,전용면적 85제곱미터초과 102제곱미터이하,2022,10,"4,003"
충남,전용면적 102제곱미터초과,2022,10,3854
전북,모든면적,2022,10,"3,104"
전북,전용면적 60제곱미터이하,2022,10,2829
전북,전용면적 60제곱미터초과 85제곱미터이하,2022,10,"3,103"
전북,전용면적 85제곱미터초과 102제곱미터이하,2022,10,3239
전북,전용면적 102제곱미터초과,2022,10,"3,195"
전남,모든면적,2022,10,3230
전남,전용면적 60제곱미터이하,2022,10,"3,366"
전남,전용면적 60제곱미터초과 85제곱미터이하,2022,10,3181
전남,전용면적 85제곱미터초과 102제곱미터이하,2022,10,"3,198"
전남,전용면적 102제곱미터초과,2022,10,3257
경북,모든면적,2022,10,"3,640"
경북,전용면적 60제곱미터이하,2022,10,3376
경북,전용면적 60제곱미터초과 85제곱미터이하,2022,10,"3,616"
경북,전용면적 85제곱미터초과 102제곱미터이하,2022,10,3924
경북,전용면적 102제곱미터초과,2022,10,"3,884"
경남,모든면적,2022,10,3603
경남,전용면적 60제곱미터이하,2022,10,"3,707"
경남,전용면적 60제곱미터초과 85제곱미터이하,2022,10,3582
경남,전용면적 85제곱미터초과 102제곱미터이하,2022,10,"4,556"
경남,전용면적 102제곱미터초과,2022,10,3934
제주,모든면적,2022,10,"6,715"
제주,전용면적 60제곱미터이하,2022,10,5121
제주,전용면적 60제곱미터초과 85제곱미터이하,2022,10,"6,166"
제주,전용면적 85제곱미터초과 102제곱미터이하,2022,10,6639
제주,전용면적 102제곱미터초과,2022,10,"6,874"
서울,모든면적,2022,11,9041
서울,전용면적 60제곱미터이하,2022,11,"9,207"
서울,전용면적 60제곱미터초과 85제곱미터이하,2022,11,9199
서울,전용면적 85제곱미터초과 102제곱미터이하,2022,11,"8,586"
서울,전용면적 102제곱미터초과,2022,11,9883
인천,모든면적,2022,11,"5,043"
인천,전용면적 60제곱미터이하,2022,11,4888
인천,전용면적 60제곱미터초과 85제곱미터이하,2022,11,"4,909"
인천,전용면적 85제곱미터초과 102제곱미터이하,2022,11,5618
인천,전용면적 102제곱미터초과,2022,11,"5,533"
경기,모든면적,2022,11,5026
경기,전용면적 60제곱미터이하,2022,11,"5,318"
경기,전용면적 60제곱미터초과 85제곱미터이하,2022,11,4958
경기,전용면적 85제곱미터초과 102제곱미터이하,2022,11,"6,258"
경기,전용면적 102제곱미터초과,2022,11,5111
부산,모든면적,2022,11,"6,007"
부산,전용면적 60제곱미터이하,2022,11,5731
부산,전용면적 60제곱미터초과 85제곱미터이하,2022,11,"6,040"
부산,전용면적 85제곱미터초과 102제곱미터이하,2022,11,5243
부산,전용면적 102제곱미터초과,2022,11,"7,009"
대구,모든면적,2022,11,5020
대구,전용면적 60제곱미터이하,2022,11,"5,048"
대구,전용면적 60제곱미터초과 85제곱미터이하,2022,11,5024
대구,전용면적 85제곱미터초과 102제곱미터이하,2022,11,"4,987"
대구,전용면적 102제곱미터초과,2022,11,5789
광주,모든면적,2022,11,"4,753"
광주,전용면적 60제곱미터이하,2022,11,4583
광주,전용면적 60제곱미터초과 85제곱미터이하,2022,11,"4,739"
광주,전용면적 85제곱미터초과 102제곱미터이하,2022,11,
광주,전용면적 102제곱미터초과,2022,11,"5,523"
대전,모든면적,2022,11,4587
대전,전용면적 60제곱미터이하,2022,11,"4,643"
대전,전용면적 60제곱미터초과 85제곱미터이하,2022,11,4578
대전,전용면적 85제곱미터초과 102제곱미터이하,2022,11,
대전,전용면적 102제곱미터초과,2022,11,4906
울산,모든면적,2022,11,"5,737"
울산,전용면적 60제곱미터이하,2022,11,5756
울산,전용면적 60제곱미터초과 85제곱미터이하,2022,11,"5,678"
울산,전용면적 85제곱미터초과 102제곱미터이하,2022,11,5334
울산,전용면적 102제곱미터초과,2022,11,"5,985"
세종,모든면적,2022,11,3208
세종,전용면적 60제곱미터이하,2022,11,"3,189"
세종,전용면적 60제곱미터초과 85제곱미터이하,2022,11,3208
세종,전용면적 85제곱미터초과 102제곱미터이하,2022,11,
세종,전용면적 102제곱미터초과,2022,11,3254
강원,모든면적,2022,11,"3,757"
강원,전용면적 60제곱미터이하,2022,11,3429
강원,전용면적 60제곱미터초과 85제곱미터이하,2022,11,"3,335"
강원,전용면적 85제곱미터초과 102제곱미터이하,2022,11,3625
강원,전용면적 102제곱미터초과,2022,11,"4,264"
충북,모든면적,2022,11,3021
충북,전용면적 60제곱미터이하,2022,11,"3,318"
충북,전용면적 60제곱미터초과 85제곱미터이하,2022,11,3024
충북,전용면적 85제곱미터초과 102제곱미터이하,2022,11,"3,232"
충북,전용면적 102제곱미터초과,2022,11,3174
충남,모든면적,2022,11,"3,349"
충남,전용면적 60제곱미터이하,2022,11,3786
충남,전용면적 60제곱미터초과 85제곱미터이하,2022,11,"3,463"
충남,전용면적 85제곱미터초과 102제곱미터이하,2022,11,4003
충남,전용면적 102제곱미터초과,2022,11,"3,849"
전북,모든면적,2022,11,3155
전북,전용면적 60제곱미터이하,2022,11,"2,802"
전북,전용면적 60제곱미터초과 85제곱미터이하,2022,11,3143
전북,전용면적 85제곱미터초과 102제곱미터이하,2022,11,"3,288"
전북,전용면적 102제곱미터초과,2022,11,3501
전남,모든면적,2022,11,"3,248"
전남,전용면적 60제곱미터이하,2022,11,3366
전남,전용면적 60제곱미터초과 85제곱미터이하,2022,11,"3,199"
전남,전용면적 85제곱미터초과 102제곱미터이하,2022,11,3198
전남,전용면적 102제곱미터초과,2022,11,"3,257"
경북,모든면적,2022,11,3661
경북,전용면적 60제곱미터이하,2022,11,"3,395"
경북,전용면적 60제곱미터초과 85제곱미터이하,2022,11,3644
경북,전용면적 85제곱미터초과 102제곱미터이하,2022,11,"3,976"
경북,전용면적 102제곱미터초과,2022,11,3913
경남,모든면적,2022,11,"3,595"
경남,전용면적 60제곱미터이하,2022,11,3867
경남,전용면적 60제곱미터초과 85제곱미터이하,2022,11,"3,573"
경남,전용면적 85제곱미터초과 102제곱미터이하,2022,11,4474
경남,전용면적 102제곱미터초과,2022,11,"3,927"
제주,모든면적,2022,11,6715
제주,전용면적 60제곱미터이하,2022,11,"5,121"
제주,전용면적 60제곱미터초과 85제곱미터이하,2022,11,6166
제주,전용면적 85제곱미터초과 102제곱미터이하,2022,11,"6,639"
제주,전용면적 102제곱미터초과,2022,11,6874
서울,모든면적,2022,12,"9,024"
서울,전용면적 60제곱미터이하,2022,12,9184
서울,전용면적 60제곱미터초과 85제곱미터이하,2022,12,"9,199"
서울,전용면적 85제곱미터초과 102제곱미터이하,2022,12,8586
서울,전용면적 102제곱미터초과,2022,12,"9,883"
인천,모든면적,2022,12,5047
인천,전용면적 60제곱미터이하,2022,12,"4,954"
인천,전용면적 60제곱미터초과 85제곱미터이하,2022,12,4920
인천,전용면적 85제곱미터초과 102제곱미터이하,2022,12,"5,676"
인천,전용면적 102제곱미터초과,2022,12,5490
경기,모든면적,2022,12,"5,203"
경기,전용면적 60제곱미터이하,2022,12,5622
경기,전용면적 60제곱미터초과 85제곱미터이하,2022,12,"5,146"
경기,전용면적 85제곱미터초과 102제곱미터이하,2022,12,6411
경기,전용면적 102제곱미터초과,2022,12,"5,402"
부산,모든면적,2022,12,5896
부산,전용면적 60제곱미터이하,2022,12,"5,840"
부산,전용면적 60제곱미터초과 85제곱미터이하,2022,12,5907
부산,전용면적 85제곱미터초과 102제곱미터이하,2022,12,"4,560"
부산,전용면적 102제곱미터초과,2022,12,
대구,모든면적,2022,12,"5,121"
대구,전용면적 60제곱미터이하,2022,12,5292
대구,전용면적 60제곱미터초과 85제곱미터이하,2022,12,"5,070"
대구,전용면적 85제곱미터초과 102제곱미터이하,2022,12,4987
대구,전용면적 102제곱미터초과,2022,12,"6,371"
광주,모든면적,2022,12,4432
광주,전용면적 60제곱미터이하,2022,12,"4,583"
광주,전용면적 60제곱미터초과 85제곱미터이하,2022,12,4429
광주,전용면적 85제곱미터초과 102제곱미터이하,2022,12,
광주,전용면적 102제곱미터초과,2022,12,
대전,모든면적,2022,12,"4,636"
대전,전용면적 60제곱미터이하,2022,12,4643
대전,전용면적 60제곱미터초과 85제곱미터이하,2022,12,"4,629"
대전,전용면적 85제곱미터초과 102제곱미터이하,2022,12,
대전,전용면적 102제곱미터초과,2022,12,"5,131"
울산,모든면적,2022,12,5552
울산,전용면적 60제곱미터이하,2022,12,"5,756"
울산,전용면적 60제곱미터초과 85제곱미터이하,2022,12,5514
울산,전용면적 85제곱미터초과 102제곱미터이하,2022,12,"6,843"
울산,전용면적 102제곱미터초과,2022,12,5337
세종,모든면적,2022,12,"3,721"
세종,전용면적 60제곱미터이하,2022,12,3724
세종,전용면적 60제곱미터초과 85제곱미터이하,2022,12,"3,717"
세종,전용면적 85제곱미터초과 102제곱미터이하,2022,12,
세종,전용면적 102제곱미터초과,2022,12,
강원,모든면적,2022,12,3845
강원,전용면적 60제곱미터이하,2022,12,"3,261"
강원,전용면적 60제곱미터초과 85제곱미터이하,2022,12,3511
강원,전용면적 85제곱미터초과 102제곱미터이하,2022,12,"3,625"
강원,전용면적 102제곱미터초과,2022,12,4262
충북,모든면적,2022,12,"3,188"
충북,전용면적 60제곱미터이하,2022,12,3318
충북,전용면적 60제곱미터초과 85제곱미터이하,2022,12,"3,189"
충북,전용면적 85제곱미터초과 102제곱미터이하,2022,12,3232
충북,전용면적 102제곱미터초과,2022,12,"3,281"
충남,모든면적,2022,12,3344
충남,전용면적 60제곱미터이하,2022,12,"3,786"
충남,전용면적 60제곱미터초과 85제곱미터이하,2022,12,3455
충남,전용면적 85제곱미터초과 102제곱미터이하,2022,12,"3,988"
충남,전용면적 102제곱미터초과,2022,12,3849
전북,모든면적,2022,12,"3,146"
전북,전용면적 60제곱미터이하,2022,12,2802
전북,전용면적 60제곱미터초과 85제곱미터이하,2022,12,"3,130"
전북,전용면적 85제곱미터초과 102제곱미터이하,2022,12,3332
전북,전용면적 102제곱미터초과,2022,12,"3,351"
전남,모든면적,2022,12,3211
전남,전용면적 60제곱미터이하,2022,12,"3,531"
전남,전용면적 60제곱미터초과 85제곱미터이하,2022,12,3171
전남,전용면적 85제곱미터초과 102제곱미터이하,2022,12,"3,198"
전남,전용면적 102제곱미터초과,2022,12,3161
경북,모든면적,2022,12,"3,724"
경북,전용면적 60제곱미터이하,2022,12,3395
경북,전용면적 60제곱미터초과 85제곱미터이하,2022,12,"3,723"
경북,전용면적 85제곱미터초과 102제곱미터이하,2022,12,3629
경북,전용면적 102제곱미터초과,2022,12,"4,050"
경남,모든면적,2022,12,3594
경남,전용면적 60제곱미터이하,2022,12,"4,187"
경남,전용면적 60제곱미터초과 85제곱미터이하,2022,12,3564
경남,전용면적 85제곱미터초과 102제곱미터이하,2022,12,"4,474"
경남,전용면적 102제곱미터초과,2022,12,3940
제주,모든면적,2022,12,"6,955"
제주,전용면적 60제곱미터이하,2022,12,7381
제주,전용면적 60제곱미터초과 85제곱미터이하,2022,12,"6,720"
제주,전용면적 85제곱미터초과 102제곱미터이하,2022,12,6639
제주,전용면적 102제곱미터초과,2022,12,"6,949"
서울,모든면적,2023,1,9282
서울,전용면적 60제곱미터이하,2023,1,"9,463"
서울,전용면적 60제곱미터초과 85제곱미터이하,2023,1,9299
서울,전용면적 85제곱미터초과 102제곱미터이하,2023,1,"8,586"
서울,전용면적 102제곱미터초과,2023,1,10854
인천,모든면적,2023,1,"5,038"
인천,전용면적 60제곱미터이하,2023,1,5024
인천,전용면적 60제곱미터초과 85제곱미터이하,2023,1,"4,877"
인천,전용면적 85제곱미터초과 102제곱미터이하,2023,1,5670
인천,전용면적 102제곱미터초과,2023,1,"5,458"
경기,모든면적,2023,1,5224
경기,전용면적 60제곱미터이하,2023,1,"5,873"
경기,전용면적 60제곱미터초과 85제곱미터이하,2023,1,5167
경기,전용면적 85제곱미터초과 102제곱미터이하,2023,1,"6,411"
경기,전용면적 102제곱미터초과,2023,1,6020
부산,모든면적,2023,1,"5,896"
부산,전용면적 60제곱미터이하,2023,1,5840
부산,전용면적 60제곱미터초과 85제곱미터이하,2023,1,"5,907"
부산,전용면적 85제곱미터초과 102제곱미터이하,2023,1,4560
부산,전용면적 102제곱미터초과,2023,1,
대구,모든면적,2023,1,5139
대구,전용면적 60제곱미터이하,2023,1,"5,292"
대구,전용면적 60제곱미터초과 85제곱미터이하,2023,1,5097
대구,전용면적 85제곱미터초과 102제곱미터이하,2023,1,"4,987"
대구,전용면적 102제곱미터초과,2023,1,6403
광주,모든면적,2023,1,"5,233"
광주,전용면적 60제곱미터이하,2023,1,4583
광주,전용면적 60제곱미터초과 85제곱미터이하,2023,1,"4,439"
광주,전용면적 85제곱미터초과 102제곱미터이하,2023,1,
광주,전용면적 102제곱미터초과,2023,1,"6,814"
대전,모든면적,2023,1,4679
대전,전용면적 60제곱미터이하,2023,1,"4,941"
대전,전용면적 60제곱미터초과 85제곱미터이하,2023,1,4659
대전,전용면적 85제곱미터초과 102제곱미터이하,2023,1,
대전,전용면적 102제곱미터초과,2023,1,5131
울산,모든면적,2023,1,"5,552"
울산,전용면적 60제곱미터이하,2023,1,5756
울산,전용면적 60제곱미터초과 85제곱미터이하,2023,1,"5,514"
울산,전용면적 85제곱미터초과 102제곱미터이하,2023,1,6843
울산,전용면적 102제곱미터초과,2023,1,"5,337"
세종,모든면적,2023,1,3721
세종,전용면적 60제곱미터이하,2023,1,"3,724"
세종,전용면적 60제곱미터초과 85제곱미터이하,2023,1,3717
세종,전용면적 85제곱미터초과 102제곱미터이하,2023,1,
세종,전용면적 102제곱미터초과,2023,1,
강원,모든면적,2023,1,"3,845"
강원,전용면적 60제곱미터이하,2023,1,3261
강원,전용면적 60제곱미터초과 85제곱미터이하,2023,1,"3,511"
강원,전용면적 85제곱미터초과 102제곱미터이하,2023,1,3625
강원,전용면적 102제곱미터초과,2023,1,"4,262"
충북,모든면적,2023,1,3188
충북,전용면적 60제곱미터이하,2023,1,"3,318"
충북,전용면적 60제곱미터초과 85제곱미터이하,2023,1,3205
충북,전용면적 85제곱미터초과 102제곱미터이하,2023,1,"3,219"
충북,전용면적 102제곱미터초과,2023,1,3295
충남,모든면적,2023,1,"3,436"
충남,전용면적 60제곱미터이하,2023,1,3786
충남,전용면적 60제곱미터초과 85제곱미터이하,2023,1,"3,619"
충남,전용면적 85제곱미터초과 102제곱미터이하,2023,1,3988
충남,전용면적 102제곱미터초과,2023,1,"3,880"
전북,모든면적,2023,1,3146
전북,전용면적 60제곱미터이하,2023,1,"2,802"
전북,전용면적 60제곱미터초과 85제곱미터이하,2023,1,3130
전북,전용면적 85제곱미터초과 102제곱미터이하,2023,1,"3,332"
전북,전용면적 102제곱미터초과,2023,1,3351
전남,모든면적,2023,1,"3,217"
전남,전용면적 60제곱미터이하,2023,1,3531
전남,전용면적 60제곱미터초과 85제곱미터이하,2023,1,"3,179"
전남,전용면적 85제곱미터초과 102제곱미터이하,2023,1,3198
전남,전용면적 102제곱미터초과,2023,1,"3,162"
경북,모든면적,2023,1,3793
경북,전용면적 60제곱미터이하,2023,1,"3,501"
경북,전용면적 60제곱미터초과 85제곱미터이하,2023,1,3787
경북,전용면적 85제곱미터초과 102제곱미터이하,2023,1,"3,629"
경북,전용면적 102제곱미터초과,2023,1,4050
경남,모든면적,2023,1,"3,615"
경남,전용면적 60제곱미터이하,2023,1,4364
경남,전용면적 60제곱미터초과 85제곱미터이하,2023,1,"3,588"
경남,전용면적 85제곱미터초과 102제곱미터이하,2023,1,4474
경남,전용면적 102제곱미터초과,2023,1,"3,940"
제주,모든면적,2023,1,6955
제주,전용면적 60제곱미터이하,2023,1,"7,381"
제주,전용면적 60제곱미터초과 85제곱미터이하,2023,1,6720
제주,전용면적 85제곱미터초과 102제곱미터이하,2023,1,"6,639"
제주,전용면적 102제곱미터초과,2023,1,6949
서울,모든면적,2023,2,"9,226"
서울,전용면적 60제곱미터이하,2023,2,9425
서울,전용면적 60제곱미터초과 85제곱미터이하,2023,2,"9,114"
서울,전용면적 85제곱미터초과 102제곱미터이하,2023,2,8586
서울,전용면적 102제곱미터초과,2023,2,"10,854"
인천,모든면적,2023,2,4936
인천,전용면적 60제곱미터이하,2023,2,"5,019"
인천,전용면적 60제곱미터초과 85제곱미터이하,2023,2,4747
인천,전용면적 85제곱미터초과 102제곱미터이하,2023,2,"4,659"
인천,전용면적 102제곱미터초과,2023,2,4343
경기,모든면적,2023,2,"5,228"
경기,전용면적 60제곱미터이하,2023,2,5979
경기,전용면적 60제곱미터초과 85제곱미터이하,2023,2,"5,168"
경기,전용면적 85제곱미터초과 102제곱미터이하,2023,2,6416
경기,전용면적 102제곱미터초과,2023,2,"6,198"
부산,모든면적,2023,2,5793
부산,전용면적 60제곱미터이하,2023,2,"5,912"
부산,전용면적 60제곱미터초과 85제곱미터이하,2023,2,5797
부산,전용면적 85제곱미터초과 102제곱미터이하,2023,2,"4,691"
부산,전용면적 102제곱미터초과,2023,2,4856
대구,모든면적,2023,2,"5,178"
대구,전용면적 60제곱미터이하,2023,2,5292
대구,전용면적 60제곱미터초과 85제곱미터이하,2023,2,"5,155"
대구,전용면적 85제곱미터초과 102제곱미터이하,2023,2,4987
대구,전용면적 102제곱미터초과,2023,2,"6,403"
광주,모든면적,2023,2,4629
광주,전용면적 60제곱미터이하,2023,2,"4,583"
광주,전용면적 60제곱미터초과 85제곱미터이하,2023,2,4540
광주,전용면적 85제곱미터초과 102제곱미터이하,2023,2,
광주,전용면적 102제곱미터초과,2023,2,5724
대전,모든면적,2023,2,"4,714"
대전,전용면적 60제곱미터이하,2023,2,4924
대전,전용면적 60제곱미터초과 85제곱미터이하,2023,2,"4,686"
대전,전용면적 85제곱미터초과 102제곱미터이하,2023,2,
대전,전용면적 102제곱미터초과,2023,2,"5,131"
울산,모든면적,2023,2,5552
울산,전용면적 60제곱미터이하,2023,2,"5,756"
울산,전용면적 60제곱미터초과 85제곱미터이하,2023,2,5514
울산,전용면적 85제곱미터초과 102제곱미터이하,2023,2,"6,843"
울산,전용면적 102제곱미터초과,2023,2,5337
세종,모든면적,2023,2,"3,721"
세종,전용면적 60제곱미터이하,2023,2,3724
세종,전용면적 60제곱미터초과 85제곱미터이하,2023,2,"3,717"
세종,전용면적 85제곱미터초과 102제곱미터이하,2023,2,
세종,전용면적 102제곱미터초과,2023,2,
강원,모든면적,2023,2,3845
강원,전용면적 60제곱미터이하,2023,2,"3,261"
강원,전용면적 60제곱미터초과 85제곱미터이하,2023,2,3511
강원,전용면적 85제곱미터초과 102제곱미터이하,2023,2,"3,625"
강원,전용면적 102제곱미터초과,2023,2,4262
충북,모든면적,2023,2,"3,209"
충북,전용면적 60제곱미터이하,2023,2,3318
충북,전용면적 60제곱미터초과 85제곱미터이하,2023,2,"3,222"
충북,전용면적 85제곱미터초과 102제곱미터이하,2023,2,3219
충북,전용면적 102제곱미터초과,2023,2,"3,329"
충남,모든면적,2023,2,3557
충남,전용면적 60제곱미터이하,2023,2,"3,786"
충남,전용면적 60제곱미터초과 85제곱미터이하,2023,2,3619
충남,전용면적 85제곱미터초과 102제곱미터이하,2023,2,"3,988"
충남,전용면적 102제곱미터초과,2023,2,3880
전북,모든면적,2023,2,"3,146"
전북,전용면적 60제곱미터이하,2023,2,2802
전북,전용면적 60제곱미터초과 85제곱미터이하,2023,2,"3,130"
전북,전용면적 85제곱미터초과 102제곱미터이하,2023,2,3332
전북,전용면적 102제곱미터초과,2023,2,"3,351"
전남,모든면적,2023,2,3317
전남,전용면적 60제곱미터이하,2023,2,"3,531"
전남,전용면적 60제곱미터초과 85제곱미터이하,2023,2,3264
전남,전용면적 85제곱미터초과 102제곱미터이하,2023,2,"3,400"
전남,전용면적 102제곱미터초과,2023,2,3352
경북,모든면적,2023,2,"3,792"
경북,전용면적 60제곱미터이하,2023,2,3732
경북,전용면적 60제곱미터초과 85제곱미터이하,2023,2,"3,788"
경북,전용면적 85제곱미터초과 102제곱미터이하,2023,2,3629
경북,전용면적 102제곱미터초과,2023,2,"4,050"
경남,모든면적,2023,2,3583
경남,전용면적 60제곱미터이하,2023,2,"4,316"
경남,전용면적 60제곱미터초과 85제곱미터이하,2023,2,3558
경남,전용면적 85제곱미터초과 102제곱미터이하,2023,2,"4,474"
경남,전용면적 102제곱미터초과,2023,2,3940
제주,모든면적,2023,2,"6,954"
제주,전용면적 60제곱미터이하,2023,2,7381
제주,전용면적 60제곱미터초과 85제곱미터이하,2023,2,"6,713"
제주,전용면적 85제곱미터초과 102제곱미터이하,2023,2,6639
제주,전용면적 102제곱미터초과,2023,2,"6,949"
서울,모든면적,2023,3,9280
